hgnc_symbol	entrezgene_id	chromosome_name	start_position	end_position	strand	CHR	win_start	win_end
KIAA1671	85379	22	25348697	25593415	1	22	25313697	25603415
AHCTF1P1	285116	2	162357396	162364216	-1	2	162347396	162399216
SNORD89	692205	2	101889398	101889511	-1	2	101879398	101924511
UHRF2	115426	9	6413151	6507054	1	9	6378151	6517054
MIR3116-2	100422946	1	62544458	62544531	1	1	62509458	62554531
MIR3116-2	100422902	1	62544458	62544531	1	1	62509458	62554531
MIR3116-1	100422946	1	62544458	62544531	1	1	62509458	62554531
MIR3116-1	100422902	1	62544458	62544531	1	1	62509458	62554531
MIR5696	100847007	2	101925912	101925996	1	2	101890912	101935996
MEGF8	1954	19	42829761	42882921	1	19	42794761	42892921
MIR3675	100500876	1	17185444	17185516	-1	1	17175444	17220516
KCND3-IT1	100874295	1	112396384	112399527	-1	1	112386384	112434527
POTEM	641455	14	19983559	20020272	-1	14	19973559	20055272
USP48	84196	1	22004791	22110099	-1	1	21994791	22145099
FBXL20	84961	17	37415384	37558776	-1	17	37405384	37593776
ISYNA1	51477	19	18545198	18549111	-1	19	18535198	18584111
HIST2H2AA4	723790	1	149822643	149823191	1	1	149787643	149833191
HIST2H2AA4	8337	1	149822643	149823191	1	1	149787643	149833191
FAM183A	440585	1	43610824	43622067	1	1	43575824	43632067
SLC8A1-AS1	100128590	2	40013593	40482349	1	2	39978593	40492349
HBZ	3050	16	202686	204502	1	16	167686	214502
PSMD6-AS2	100507062	3	63989698	63997824	1	3	63954698	64007824
PITPNC1	26207	17	65373575	65693372	1	17	65338575	65703372
PSMC4	5704	19	40476912	40487348	1	19	40441912	40497348
TMEM139	135932	7	142977050	142985141	1	7	142942050	142995141
ANLN	54443	7	36429415	36493400	1	7	36394415	36503400
RAET1E	135250	6	150204511	150219238	-1	6	150194511	150254238
RNU1-2	26870	1	17222475	17222638	1	1	17187475	17232638
RNU1-2	26871	1	17222475	17222638	1	1	17187475	17232638
RNU1-2	26869	1	17222475	17222638	1	1	17187475	17232638
RNU1-2	26866	1	17222475	17222638	1	1	17187475	17232638
RNU1-2	26865	1	17222475	17222638	1	1	17187475	17232638
RNU1-2	26863	1	17222475	17222638	1	1	17187475	17232638
RNU1-2	6060	1	17222475	17222638	1	1	17187475	17232638
SLC25A1P2	100506447	7	62858424	62859335	1	7	62823424	62869335
HMGA2	8091	12	66217911	66360075	1	12	66182911	66370075
MIR4672	100616429	9	130631694	130631774	-1	9	130621694	130666774
MAPK6	5597	15	52244303	52358462	1	15	52209303	52368462
HIST2H3A	653604	1	149824181	149825836	1	1	149789181	149835836
HIST2H3A	333932	1	149824181	149825836	1	1	149789181	149835836
HIST2H3A	126961	1	149824181	149825836	1	1	149789181	149835836
LINC00994	100287879	3	64064037	64073039	-1	3	64054037	64108039
LRRC14	9684	8	145743376	145750557	1	8	145708376	145760557
KLF17	128209	1	44584522	44600812	1	1	44549522	44610812
MIR3972	100616188	1	17604384	17604470	1	1	17569384	17614470
RN7SK	125050	6	52860418	52860748	1	6	52825418	52870748
FAM66A	100133172	8	12219527	12268510	1	8	12184527	12278510
PRICKLE2-AS2	100874242	3	64089146	64091732	1	3	64054146	64101732
SLC2A8	29988	9	130159421	130170703	1	9	130124421	130180703
COL1A1	1277	17	48260650	48278993	-1	17	48250650	48313993
HBM	3042	16	203891	216767	1	16	168891	226767
CENPJ	55835	13	25457171	25497018	-1	13	25447171	25532018
PRICKLE2-AS3	100874243	3	64173220	64186641	1	3	64138220	64196641
DNM1P46	196968	15	100330361	100347132	-1	15	100320361	100382132
MERTK	10461	2	112656056	112787138	1	2	112621056	112797138
TOB1-AS1	400604	17	48944040	48987098	1	17	48909040	48997098
LINC00603	102467077	5	40052393	40053426	1	5	40017393	40063426
MIR3122	100422947	1	212250955	212251027	1	1	212215955	212261027
DEFB109P1	245912	8	12250718	12257875	-1	8	12240718	12292875
HIST2H4B	554313	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	121504	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8370	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8368	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8366	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8367	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8365	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8364	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8362	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8363	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8361	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8360	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8359	1	149825607	149832714	-1	1	149815607	149867714
HIST2H4B	8294	1	149825607	149832714	-1	1	149815607	149867714
LINC00466	199899	1	63655660	63782902	-1	1	63645660	63817902
MIR4772	100616157	2	103048749	103048826	1	2	103013749	103058826
TRIM51HP	440041	11	55059359	55065746	-1	11	55049359	55100746
CRYBB3	1417	22	25595817	25603330	1	22	25560817	25613330
KRT8P3	3856	8	62490779	62492230	1	8	62455779	62502230
LINC00965	349196	8	12270336	12271882	1	8	12235336	12281882
C1QL2	165257	2	119913819	119916465	-1	2	119903819	119951465
SNF8	11267	17	47006678	47022479	-1	17	46996678	47057479
MIR5685	100847075	6	53141791	53141869	1	6	53106791	53151869
RPS16P5	647190	6	53201741	53202144	-1	6	53191741	53237144
MIR4470	100616484	8	62627347	62627418	1	8	62592347	62637418
WDR52	55779	3	113005777	113160457	-1	3	112995777	113195457
MIR4498	100616179	12	120593238	120593303	-1	12	120583238	120628303
MIR4687	100616453	11	3877292	3877371	1	11	3842292	3887371
SNORD72	619564	5	40832758	40832837	-1	5	40822758	40867837
SNORA70F	100337591	2	165544153	165544287	-1	2	165534153	165579287
ABCE1	6059	4	146019084	146050331	1	4	145984084	146060331
GIMAP8	155038	7	150147718	150176480	1	7	150112718	150186480
DUSP8P5	2749	10	75491582	75493396	1	10	75456582	75503396
PXN-AS1	100506649	12	120639094	120650941	1	12	120604094	120660941
MIR4323	100422980	19	42637597	42637665	-1	19	42627597	42672665
C20orf166	128826	20	61147660	61167971	1	20	61112660	61177971
PSTK	118672	10	124713897	124757029	1	10	124678897	124767029
SNORA16B	692157	1	212526158	212526292	1	1	212491158	212536292
CYP2A13	1553	19	41594377	41602100	1	19	41559377	41612100
MIR4283-2	100422917	7	63081468	63081547	1	7	63046468	63091547
MIR4283-2	100422848	7	63081468	63081547	1	7	63046468	63091547
MIR4283-1	100422917	7	63081468	63081547	1	7	63046468	63091547
MIR4283-1	100422848	7	63081468	63081547	1	7	63046468	63091547
AKR7A2P1	246182	1	113466045	113466959	1	1	113431045	113476959
CMAHP	8418	6	25081548	25166793	-1	6	25071548	25201793
CRYBB2	1415	22	25615489	25627836	1	22	25580489	25637836
SLC16A1-AS1	100506392	1	113499037	113542118	1	1	113464037	113552118
EBNA1BP2	102465439	1	43629846	43736607	-1	1	43619846	43771607
EBNA1BP2	10969	1	43629846	43736607	-1	1	43619846	43771607
LYZL6	57151	17	34261522	34270703	-1	17	34251522	34305703
LIPE-AS1	101928003	19	42901280	43156507	1	19	42866280	43166507
LIPE-AS1	100996307	19	42901280	43156507	1	19	42866280	43166507
BCL2L10	10017	15	52401460	52404972	-1	15	52391460	52439972
HIST2H2BE	8349	1	149856010	149858232	-1	1	149846010	149893232
HBA2	3040	16	222846	223709	1	16	187846	233709
HBA2	3039	16	222846	223709	1	16	187846	233709
OR4N2	390429	14	20187174	20296531	1	14	20152174	20306531
OXCT1-AS1	100874002	5	41870132	41871059	1	5	41835132	41881059
MIR199B	406978	9	131007000	131007109	-1	9	130997000	131042109
AGBL3	340351	7	134671259	134832715	1	7	134636259	134842715
FAM110C	642273	2	38814	46870	-1	2	28814	81870
EPHB1	2047	3	134316643	134979309	1	3	134281643	134989309
MIR3154	100422893	9	131007226	131007309	-1	9	130997226	131042309
TTC21B-AS1	100506134	2	166790367	166806401	1	2	166755367	166816401
HBS1L	10767	6	135281516	135424194	-1	6	135271516	135459194
SIGLEC1	6614	20	3667617	3687775	-1	20	3657617	3722775
STEAP3	55240	2	119981384	120023228	1	2	119946384	120033228
PDLIM4	8572	5	131593364	131609147	1	5	131558364	131619147
OR4Q3	441669	14	20215587	20216528	1	14	20180587	20226528
OR4M1	441670	14	20248401	20249516	1	14	20213401	20259516
POLR3A	11128	10	79734907	79789303	-1	10	79724907	79824303
BTG2	7832	1	203274619	203278730	1	1	203239619	203288730
NASP	4678	1	46049518	46084566	1	1	46014518	46094566
OR4K2	390431	14	20344391	20345468	1	14	20309391	20355468
GIMAP7	168537	7	150211918	150218161	1	7	150176918	150228161
MIR548H5	100616455	6	132113312	132113371	1	6	132078312	132123371
HIST2H2AC	8338	1	149858525	149858961	1	1	149823525	149868961
SNORD51	26798	2	207026602	207026681	1	2	206991602	207036681
OR4K5	79317	14	20388741	20389818	1	14	20353741	20399818
FLVCR1-AS1	642946	1	213025450	213031430	-1	1	213015450	213066430
DMAP1	55929	1	44679127	44686353	1	1	44644127	44696353
P4HA2-AS1	100861518	5	131520569	131528501	1	5	131485569	131538501
SNORA41	619569	2	207026952	207027083	1	2	206991952	207037083
LRP5L	91355	22	25747385	25801344	-1	22	25737385	25836344
RARRES3	5920	11	63304281	63313934	1	11	63269281	63323934
OR4K1	79544	14	20403767	20404842	1	14	20368767	20414842
HIST2H2AB	317772	1	149859019	149859466	-1	1	149849019	149894466
CYP2F1	1572	19	41620337	41634271	1	19	41585337	41644271
ACAD10	80724	12	112123857	112194903	1	12	112088857	112204903
OR4K15	81127	14	20443603	20444818	1	14	20408603	20454818
MIR4794	100616338	1	65045530	65045606	1	1	65010530	65055606
MIR4695	100616120	1	19209696	19209769	-1	1	19199696	19244769
VPS52	6293	6	33218049	33239824	-1	6	33208049	33274824
GLIPR1	11010	12	75874460	75897633	1	12	75839460	75907633
MIR219-2	100616335	9	131154291	131155789	-1	9	131144291	131190789
MIR219-2	407003	9	131154291	131155789	-1	9	131144291	131190789
MIR1290	100302276	1	19223565	19223642	-1	1	19213565	19258642
FMOD	2331	1	203309756	203320617	-1	1	203299756	203355617
OR4K14	122740	14	20482419	20483352	-1	14	20472419	20518352
SLC22A7	10864	6	43263432	43273276	1	6	43228432	43283276
INTU	27152	4	128544426	128647892	1	4	128509426	128657892
CECR2	27443	22	17840837	18037850	1	22	17805837	18047850
MIR548AJ1	100616191	6	132436332	132436403	-1	6	132426332	132471403
OR4K13	390433	14	20502003	20502919	-1	14	20492003	20537919
XIRP2-AS1	100874011	2	167980414	167997465	-1	2	167970414	168032465
BMS1P20	96610	22	22657589	22677203	1	22	22622589	22687203
MIR921	100126349	1	166123980	166124035	-1	1	166113980	166159035
BOLA1	51027	1	149859440	149872351	1	1	149824440	149882351
MIR1183	100302122	7	21510676	21510764	1	7	21475676	21520764
DSP	1832	6	7541808	7586950	1	6	7506808	7596950
LINC01013	100507254	6	132453055	132490514	1	6	132418055	132500514
OR4L1	122742	14	20528204	20529142	1	14	20493204	20539142
HNF1A	6927	12	121416346	121440315	1	12	121381346	121450315
GDF7	151449	2	20866424	20873418	1	2	20831424	20883418
ACTA2	59	10	90694831	90751147	-1	10	90684831	90786147
GNB5	10681	15	52413117	52483566	-1	15	52403117	52518566
OR4K17	390436	14	20585566	20586597	1	14	20550566	20596597
MLIP-IT1	100874282	6	53863688	53871950	1	6	53828688	53881950
PYGM	5837	11	64513861	64527769	-1	11	64503861	64562769
IL15	3600	4	142557752	142655140	1	4	142522752	142665140
OR4N5	390437	14	20611895	20612821	1	14	20576895	20622821
RPS14P3	644068	1	19934608	19935062	1	1	19899608	19945062
HIVEP2	3097	6	143072604	143266338	-1	6	143062604	143301338
HRASLS2	54979	11	63320242	63330855	-1	11	63310242	63365855
MIR3130-2	100423002	2	207647958	207648032	1	2	207612958	207658032
MIR3130-2	100422993	2	207647958	207648032	1	2	207612958	207658032
MIR3130-1	100423002	2	207647958	207648032	1	2	207612958	207658032
MIR3130-1	100422993	2	207647958	207648032	1	2	207612958	207658032
OR11G2	390439	14	20665495	20666605	1	14	20630495	20676605
SLCO4A1	28231	20	61273797	61317137	1	20	61238797	61327137
AP4B1-AS1	100287722	1	114399257	114443859	1	1	114364257	114453859
DUSP19	142679	2	183943287	183964733	1	2	183908287	183974733
OR11H6	122748	14	20691791	20692964	1	14	20656791	20702964
MIR3671	100500854	1	65523438	65523525	-1	1	65513438	65558525
MIR2355	100423036	2	207974711	207974797	-1	2	207964711	208009797
MIR101-1	406893	1	65524117	65524191	-1	1	65514117	65559191
MIR4774	100616356	2	169439453	169439528	1	2	169404453	169449528
UBXN10-AS1	101928017	1	20510735	20512979	-1	1	20500735	20547979
OR11H4	390442	14	20710898	20711979	1	14	20675898	20721979
CERS6-AS1	100861402	2	169628463	169643471	-1	2	169618463	169678471
PLA2G16	11145	11	63340667	63384355	-1	11	63330667	63419355
LINC01141	339505	1	20687072	20757727	-1	1	20677072	20792727
PRSS3P2	154754	7	142478064	142482416	1	7	142443064	142492416
PRELP	5549	1	203444956	203460480	1	1	203409956	203470480
NMD3	51068	3	160822484	160971320	1	3	160787484	160981320
CCDC91	55297	12	28286182	28732883	1	12	28251182	28742883
RAET1G	353091	6	150238014	150244257	-1	6	150228014	150279257
RLF	6018	1	40627045	40706593	1	1	40592045	40716593
ADRBK2	157	22	25960816	26125261	1	22	25925816	26135261
SOCS2-AS1	144481	12	93936239	93965544	-1	12	93926239	94000544
MIR3936	100500865	5	131701182	131701291	-1	5	131691182	131736291
USP45	85015	6	99880190	99969604	-1	6	99870190	100004604
TAAR3	9288	6	132929364	132930441	-1	6	132919364	132965441
GTF2H2B	653238	5	69711179	69743885	1	5	69676179	69753885
MCM3AP-AS1	101928862	21	47649131	47679304	1	21	47614131	47689304
MCM3AP-AS1	114044	21	47649131	47679304	1	21	47614131	47689304
GLDC	2731	9	6532464	6645650	-1	9	6522464	6680650
PINK1-AS	100861548	1	20969150	20978686	-1	1	20959150	21013686
CPEB3	22849	10	93806449	94050844	-1	10	93796449	94085844
HBA1	3040	16	226679	227521	1	16	191679	237521
HBA1	3039	16	226679	227521	1	16	191679	237521
HIST1H2APS1	387319	6	25732725	25733055	1	6	25697725	25743055
IGHV3-11	100293211	14	106573233	106573800	-1	14	106563233	106608800
MIR1302-4	100302130	2	208133999	208134148	-1	2	208123999	208169148
POM121L1P	25812	22	22981648	22986944	-1	22	22971648	23021944
MAFG-AS1	92659	17	79885705	79888629	1	17	79850705	79898629
DCLK2	166614	4	150999426	151178609	1	4	150964426	151188609
OPTC	26254	1	203463271	203477992	1	1	203428271	203487992
SNORD101	594837	6	133136446	133136518	1	6	133101446	133146518
ZSWIM8-AS1	100507331	10	75556272	75561157	-1	10	75546272	75596157
SNORD100	594838	6	133137941	133138016	1	6	133102941	133148016
IGHV3-13	101930405	14	106586137	106586667	-1	14	106576137	106621667
SH3YL1	26751	2	217730	266398	-1	2	207730	301398
MIR1256	100302155	1	21314807	21314925	-1	1	21304807	21349925
SNORA33	594839	6	133138358	133138487	1	6	133103358	133148487
MIR3117	100422871	1	67094123	67094200	1	1	67059123	67104200
SLC9A3R1	9368	17	72744791	72765492	1	17	72709791	72775492
MTFR2	113115	6	136552162	136571473	-1	6	136542162	136606473
FMO9P	116123	1	166572912	166600637	1	1	166537912	166610637
ATL3	25923	11	63391559	63439393	-1	11	63381559	63474393
VGLL4	9686	3	11597544	11762220	-1	3	11587544	11797220
NCOA5	57727	20	44689624	44718591	-1	20	44679624	44753591
C2orf43	60526	2	20883788	21022882	-1	2	20873788	21057882
LINC01102	150568	2	105049725	105137290	1	2	105014725	105147290
MIR4775	100616361	2	208619531	208619605	1	2	208584531	208629605
TAF11	6882	6	34845555	34855866	-1	6	34835555	34890866
EIF1B	10289	3	40351175	40353915	1	3	40316175	40363915
SV2A	9900	1	149874870	149889434	-1	1	149864870	149924434
LINC01103	101927360	2	105104916	105126967	-1	2	105094916	105161967
TFB1M	51106	6	155578643	155635627	-1	6	155568643	155670627
RASSF7	8045	11	560404	564021	1	11	525404	574021
RNU4ATAC	100151683	2	122288457	122288583	1	2	122253457	122298583
LINC00326	285735	6	133409219	133427717	1	6	133374219	133437717
LINC00210	100885798	1	218066242	218094146	1	1	218031242	218104146
GNG12-AS1	100289178	1	68297986	68668670	1	1	68262986	68678670
BTN2A3P	54718	6	26421619	26432611	1	6	26386619	26442611
TMCO2	127391	1	40711619	40717363	1	1	40676619	40727363
CLK1	1195	2	201717732	201729422	-1	2	201707732	201764422
NIFK-AS1	254128	2	122407226	122485784	1	2	122372226	122495784
SYNE3	161176	14	95883831	95942173	-1	14	95873831	95977173
KAT5	10524	11	65479467	65487075	1	11	65444467	65497075
PXT1	222659	6	36358328	36410666	-1	6	36348328	36445666
WDR43	23160	2	29117509	29171088	1	2	29082509	29181088
C18orf8	29919	18	21083473	21111746	1	18	21048473	21121746
SLC25A18	83733	22	18043139	18073760	1	22	18008139	18083760
MAPKBP1	23005	15	42066632	42120053	1	15	42031632	42130053
MIR1305	100302270	4	183090446	183090531	1	4	183055446	183100531
NUP35	129401	2	183982241	184026408	1	2	183947241	184036408
WDR65	149465	1	43637820	43720029	1	1	43602820	43730029
SPATA41	388182	15	100884662	100890438	-1	15	100874662	100925438
MIEF2	125170	17	18163848	18169866	1	17	18128848	18179866
MIR1262	100302279	1	68649201	68649293	-1	1	68639201	68684293
MIR2053	100302225	8	113655722	113655812	1	8	113620722	113665812
NABP2	79035	12	56615799	56623638	1	12	56580799	56633638
C2orf76	130355	2	120059801	120124404	-1	2	120049801	120159404
CYP2S1	29785	19	41698954	41713444	1	19	41663954	41723444
ENKD1	84080	16	67696848	67701168	-1	16	67686848	67736168
FAM92A1P2	403315	4	183958818	183961272	1	4	183923818	183971272
ULBP2	80328	6	150263136	150270371	1	6	150228136	150280371
HBQ1	3049	16	230452	231180	1	16	195452	241180
ENTPD3	956	3	40428647	40470110	1	3	40393647	40480110
TFAP2B	7021	6	50786436	50815326	1	6	50751436	50825326
WWC2-AS2	152641	4	184018170	184020352	-1	4	184008170	184055352
LINC00640	283553	14	51800111	51832275	1	14	51765111	51842275
LINC01114	284998	2	105363096	105374177	-1	2	105353096	105409177
HMGA1P7	387065	6	134436373	134436874	-1	6	134426373	134471874
MIR5692A1	100847066	8	12576636	12576704	1	8	12541636	12586704
MIR5692A1	100847038	8	12576636	12576704	1	8	12541636	12586704
MIR5692A2	100847066	8	12576636	12576704	1	8	12541636	12586704
MIR5692A2	100847038	8	12576636	12576704	1	8	12541636	12586704
HCG11	493812	6	26522076	26526807	1	6	26487076	26536807
WWC2-AS1	101928734	4	184154781	184161787	-1	4	184144781	184196787
PRIM2	100996481	6	57179603	57513375	1	6	57144603	57523375
PRIM2	5558	6	57179603	57513375	1	6	57144603	57523375
CD40	958	20	44746911	44758502	1	20	44711911	44768502
LINC00536	100859921	8	116962736	117337297	-1	8	116952736	117372297
TLK2	11011	17	60536019	60692842	1	17	60501019	60702842
ZMPSTE24	10269	1	40723779	40759856	1	1	40688779	40769856
MIR215	406997	1	220291195	220291304	-1	1	220281195	220326304
ATP1A1OS	84852	1	116934869	116961244	-1	1	116924869	116996244
LRRC24	441381	8	145747761	145752416	-1	8	145737761	145787416
MIR194-1	406969	1	220291499	220291583	-1	1	220281499	220326583
KCTD20	222658	6	36410544	36458920	1	6	36375544	36468920
PABPC3	5042	13	25670300	25673389	1	13	25635300	25683389
RETN	56729	19	7733930	7735334	1	19	7698930	7745334
MIR3926-1	100500870	8	12584741	12584813	-1	8	12574741	12619813
MIR3926-1	100500838	8	12584741	12584813	-1	8	12574741	12619813
MIR3926-2	100500870	8	12584741	12584813	-1	8	12574741	12619813
MIR3926-2	100500838	8	12584741	12584813	-1	8	12574741	12619813
ZNF79	7633	9	130186661	130207651	1	9	130151661	130217651
FRMD6-AS2	100874185	14	51921230	52066670	-1	14	51911230	52101670
MIR3198-2	100616400	12	54625181	54625260	-1	12	54615181	54660260
SNORA36B	100302234	1	220373888	220374018	-1	1	220363888	220409018
SNORA36B	677818	1	220373888	220374018	-1	1	220363888	220409018
LINC00339	29092	1	22351681	22357716	1	1	22316681	22367716
MIR148B	442892	12	54731000	54731098	1	12	54696000	54741098
ZNF830	91603	17	33288549	33290205	1	17	33253549	33300205
AMER2	219287	13	25735822	25746426	-1	13	25725822	25781426
ATP2B4	493	1	203595689	203713209	1	1	203560689	203723209
SPG21	51324	15	65255362	65282648	-1	15	65245362	65317648
DENND5A	23258	11	9160372	9286937	-1	11	9150372	9321937
MIR4771-1	100616370	2	87421909	87421982	1	2	87386909	87431982
MIR4771-1	100616165	2	87421909	87421982	1	2	87386909	87431982
MIR4771-2	100616370	2	87421909	87421982	1	2	87386909	87431982
MIR4771-2	100616165	2	87421909	87421982	1	2	87386909	87431982
MARCH5	54708	10	94050920	94113721	1	10	94015920	94123721
KIF3C	3797	2	26149471	26205618	-1	2	26139471	26240618
PIN1P1	5301	1	70385005	70386000	1	1	70350005	70396000
LINC00838	100505583	10	34048641	34061586	-1	10	34038641	34096586
LINC00681	101409254	8	12651752	12675800	1	8	12616752	12685800
MIR650	723778	22	23165270	23165365	1	22	23130270	23175365
C19orf59	199675	19	7741514	7744712	1	19	7706514	7754712
MIR4418	100616433	1	22592732	22592793	1	1	22557732	22602793
LINC00963	100506190	9	132245730	132275947	1	9	132210730	132285947
ADAMTS12	81792	5	33523640	33892297	-1	5	33513640	33927297
MIR4684	100616391	1	23046010	23046091	1	1	23011010	23056091
MIR4253	100422914	1	23189652	23189719	-1	1	23179652	23224719
GUSBP2	387036	6	26839263	26924333	-1	6	26829263	26959333
GMNN	51053	6	24775159	24786327	1	6	24740159	24796327
MTMR6	9107	13	25802307	25862147	-1	13	25792307	25897147
PARD3-AS1	100505601	10	35104695	35105314	1	10	35069695	35115314
RPL12	6136	9	130209953	130213684	-1	9	130199953	130248684
CARS	833	11	3022152	3078843	-1	11	3012152	3113843
LINC01010	154092	6	134758854	134825719	1	6	134723854	134835719
MIR3115	100422866	1	23370798	23370865	1	1	23335798	23380865
MIR548AC	100616384	1	117102646	117102733	-1	1	117092646	117137733
C16orf86	388284	16	67700719	67702661	1	16	67665719	67712661
MIR4419A	100616177	1	23384351	23384427	-1	1	23374351	23419427
MIR320B1	100302117	1	117214371	117214449	1	1	117179371	117224449
ADD2	119	2	70834750	70995357	-1	2	70824750	71030357
C8orf82	414919	8	145751117	145754516	-1	8	145741117	145789516
ANKS1A	23294	6	34857042	35059179	1	6	34822042	35069179
FGB	2244	4	155484108	155492238	1	4	155449108	155502238
ITPK1-AS1	319085	14	93533797	93538497	1	14	93498797	93548497
OR6W1P	89883	7	142759427	142760735	-1	7	142749427	142795735
NTSR1	4923	20	61340189	61394123	1	20	61305189	61404123
LUC7L	55692	16	238968	279462	-1	16	228968	314462
PERP	64065	6	138409642	138428648	-1	6	138399642	138463648
TMEM97	27346	17	26646121	26655707	1	17	26611121	26665707
LINC00152	541471	2	87754887	87906324	1	2	87719887	87916324
LINC00152	112597	2	87754887	87906324	1	2	87719887	87916324
LIMS1	100288695	2	109150857	109303702	1	2	109115857	109313702
LIMS1	3987	2	109150857	109303702	1	2	109115857	109313702
H1FX	8971	3	129033615	129035120	-1	3	129023615	129070120
HERC2P4	100289574	16	32114566	32199434	-1	16	32104566	32234434
FBXW4P1	26226	22	23605323	23606541	1	22	23570323	23616541
MIR1269A	100302177	4	67142542	67142646	1	4	67107542	67152646
MIR186	406962	1	71533314	71533399	-1	1	71523314	71568399
ULBP1	80329	6	150285143	150294846	1	6	150250143	150304846
MIR3611	100500890	10	35368526	35368608	-1	10	35358526	35403608
P2RX1	5023	17	3799886	3819794	-1	17	3789886	3854794
ERVK13-1	100507321	16	2710350	2723445	-1	16	2700350	2758445
MIR1255B2	100313835	1	167967898	167967964	1	1	167932898	167977964
LINC00240	100133205	6	26924771	26991703	1	6	26889771	27001703
MIR548U	100422884	6	57254930	57255010	1	6	57219930	57265010
ITIH5	80760	10	7601232	7708961	-1	10	7591232	7743961
CTSB	1508	8	11700033	11726957	-1	8	11690033	11761957
IDH1-AS1	100507475	2	209119971	209120905	1	2	209084971	209130905
TRAPPC5	126003	19	7745729	7747744	1	19	7710729	7757744
ZRANB2-AS2	100852410	1	71547007	71955652	1	1	71512007	71965652
EFCAB12	90288	3	129120164	129147494	-1	3	129110164	129182494
SYNRG	11276	17	35874900	35969544	-1	17	35864900	36004544
GFOD2	81577	16	67708434	67753324	-1	16	67698434	67788324
C21orf62	56245	21	34162985	34186053	-1	21	34152985	34221053
LINC00867	100506126	10	120116620	120124615	1	10	120081620	120134615
MIR942	100126331	1	117637265	117637350	1	1	117602265	117647350
ANKRD36BP1	84832	1	168214803	168216581	-1	1	168204803	168251581
MIR3143	100422934	6	27115405	27115467	1	6	27080405	27125467
ANKRD13A	88455	12	110436991	110477568	1	12	110401991	110487568
SRRM2-AS1	100128788	16	2787077	2802601	-1	16	2777077	2837601
MRGBP	55257	20	61427805	61431945	1	20	61392805	61441945
YTHDF3-AS1	101410533	8	64080284	64081001	-1	8	64070284	64116001
LIG3	3980	17	33307513	33332083	1	17	33272513	33342083
ATP6V1E1	529	22	18074902	18111584	-1	22	18064902	18146584
HLA-AS1	100873924	1	221006105	221053482	-1	1	220996105	221088482
TTC5	91875	14	20724717	20774153	-1	14	20714717	20809153
UBA6-AS1	550112	4	68566998	68946670	1	4	68531998	68956670
MIR557	693142	1	168344762	168344859	1	1	168309762	168354859
AOAH	313	7	36552456	36764154	-1	7	36542456	36799154
MYO18B	84700	22	26138111	26427007	1	22	26103111	26437007
STXBP5	134957	6	147525561	147706866	1	6	147490561	147716866
VN1R10P	387316	6	27292578	27293742	1	6	27257578	27303742
BTN3A1	11119	6	26402465	26415444	1	6	26367465	26425444
MIR548A2	693126	6	135560298	135560394	1	6	135525298	135570394
MIR378F	100616492	1	24255560	24255637	1	1	24220560	24265637
OLIG2	10215	21	34398153	34401504	1	21	34363153	34411504
FCER2	2208	19	7753644	7767032	-1	19	7743644	7802032
ZNF204P	7754	6	27325604	27339304	-1	6	27315604	27374304
ANKRD17	26057	4	73939093	74124515	-1	4	73929093	74159515
CLDN20	49861	6	155585147	155597682	1	6	155550147	155607682
CRIP3	401262	6	43267448	43276535	-1	6	43257448	43311535
TSLP	85480	5	110405760	110413722	1	5	110370760	110423722
NEGR1-IT1	100852409	1	72259915	72302695	-1	1	72249915	72337695
ALDH3A1	218	17	19641297	19652256	-1	17	19631297	19687256
CARD16	114769	11	104912053	104972158	-1	11	104902053	105007158
LINC00271	100131814	6	135818489	136037193	1	6	135783489	136047193
POM121L14P	101930227	6	58263736	58265293	1	6	58228736	58275293
KIAA1244	57221	6	138483058	138665800	1	6	138448058	138675800
ABCC3	8714	17	48712138	48769613	1	17	48677138	48779613
DIP2A-IT1	100862692	21	47882384	47889219	1	21	47847384	47899219
RAPGEF4-AS1	91149	2	173541869	173600934	-1	2	173531869	173635934
OGFR	11054	20	61436187	61445352	1	20	61401187	61455352
CDH22	64405	20	44802372	44937137	-1	20	44792372	44972137
LINC00680	100996497	6	58272352	58287779	-1	6	58262352	58322779
LINC00680	728411	6	58272352	58287779	-1	6	58262352	58322779
OLIG1	116448	21	34442450	34444726	1	21	34407450	34454726
LINC00626	79100	1	168756177	168762124	1	1	168721177	168772124
TMPRSS11GP	644759	4	68857402	68881486	-1	4	68847402	68916486
CCL16	6360	17	34303529	34308532	-1	17	34293529	34343532
IKZF5	64376	10	124750322	124768333	-1	10	124740322	124803333
NOX3	50508	6	155716504	155777037	-1	6	155706504	155812037
MLK7-AS1	339751	2	174031174	174146764	-1	2	174021174	174181764
