hgnc_symbol	entrezgene_id	CHR	win_start	win_end	gene_p	n_snps	mean_beta	best_snp	best_snp_p	gene_p_adj
ZNF234	10780	19	44610710	44673156	0.0888648698104824	9	-0.0117761262666037	rs12975854	0.00987387442338693	0.940330520968637
CLEC12A	160364	12	10068915	10158293	0.0889500300833907	13	-0.0382364037712111	rs7972187	0.0101118525402046	0.940431735565958
PLK2	10769	5	57739809	57791087	0.0889618458813955	13	-0.0017979693361306	rs2539732	0.0136620407261625	0.940431735565958
RAE1	8480	20	55891066	55964267	0.0890050686436458	15	0.00957225122537174	rs6014562	0.00593367124290972	0.940431735565958
GNLY	10578	2	85877298	85935977	0.0892709445110941	13	0.0443357761242344	rs4832213	0.0146208850169043	0.942464914753678
ATF6	22926	1	161701084	161943860	0.0892922613584717	51	0.0231992150607988	rs6668534	0.00175082865408768	0.942464914753678
WHSC1	7468	4	1838151	1993934	0.0893717660509413	1	0.0595585734913393	rs550483	0.0893717660509413	0.942464914753678
ZNF862	643641	7	149500456	149574568	0.0894494658362451	7	0.0517960632377292	rs2158693	0.0198328128774437	0.942464914753678
ATP6V0E2	155066	7	149535057	149587784	0.0894494658362451	7	0.0539187231140821	rs2158693	0.0198328128774437	0.942464914753678
PPP2R5C	5527	14	102193135	102404326	0.0894633458768108	15	0.0346268141309412	rs6575899	0.00712594540243561	0.942464914753678
UBE3B	89910	12	109880207	109984507	0.0895280355126901	4	-0.0985893206121197	rs11068806	0.0642818986868075	0.942464914753678
MYC	4609	8	128712680	128763674	0.089546603929923	6	-0.0301767511476634	rs9969486	0.0149244339883205	0.942464914753678
TRIM38	10475	6	25928030	25997384	0.089595653110544	8	-0.0269653801051732	rs2051538	0.0196949008780112	0.942482829016924
CNOT3	4849	19	54606444	54669419	0.0896471972363538	12	-0.0101704781420901	rs1749311	0.00945577747069532	0.942482829016924
FAM178B	51252	2	97531620	97719175	0.0897422463835309	2	-0.0491215506022683	rs6718109	0.0742467719545591	0.942482829016924
FBLN1	2192	22	45863118	46007015	0.0897667955626412	4	0.0451875721576447	rs28550256	0.0224416988906603	0.942482829016924
NLRP3	114548	1	247544458	247622410	0.0897776031975627	20	0.0333869307468388	rs75738890	0.00873082332649176	0.942482829016924
CEP19	84984	3	196423148	196474164	0.089950399479816	4	-0.0286463576461729	rs7648887	0.022487599869954	0.942482829016924
RHOBTB1	9886	10	62619196	62796198	0.0899732603093769	30	0.001633884203523	rs10995259	0.00299910867697923	0.942482829016924
OR10G4	390264	11	123851282	123897217	0.0899969381040289	7	-0.0185438241823047	rs6590016	0.0128567054434327	0.942482829016924
TTLL3	26140	3	9814770	9906822	0.0900411956829768	8	0.0119011230917379	rs33970214	0.0112551494603721	0.942482829016924
CGREF1	10669	2	27311757	27376995	0.0900580027510326	1	-0.0520560258060441	rs11684134	0.0900580027510326	0.942482829016924
ABHD1	84696	2	27311682	27363680	0.0900580027510326	1	-0.0520560258060441	rs11684134	0.0900580027510326	0.942482829016924
H1FNT	341567	12	48687763	48734062	0.0901006700691306	2	0.0377474215408172	rs11168687	0.0450503350345653	0.942482829016924
FAM192A	80011	16	57176378	57255028	0.0901433004342657	3	-0.0186353105600365	rs7190847	0.0324058901950323	0.942482829016924
CPPED1	55313	16	12746919	12932874	0.0901592593762544	46	-0.00359339306611618	rs12599219	0.00195998389948379	0.942482829016924
PARVB	29780	22	44360091	44578829	0.0903455384364881	67	0.0118874021358176	rs4823353	0.00134844087218639	0.943870869523191
CCL19	6363	9	34679564	34726274	0.0904206883472013	3	-0.0238480053768135	rs72737174	0.0301402294490671	0.943870869523191
MIR4263	100422965	2	28184234	28229316	0.0904231527084077	2	0.0586444181370873	rs13023343	0.0766385695824761	0.943870869523191
SLC6A15	55117	12	85243492	85342394	0.0905579777969671	7	0.0242478579991021	rs4761131	0.0249276166574454	0.944821568348357
RNU6-35P	100873750	4	110878481	110923587	0.0906354347287713	3	0.0273620506698245	rs577781	0.0302118115762571	0.944912600618773
GPATCH11	253635	2	37276594	37336387	0.0906542069955132	3	0.0488498093501563	rs6544066	0.0550418807426766	0.944912600618773
NPSR1-AS1	404744	7	34376124	34946194	0.0908337619653695	110	-0.0122310102281267	rs6975346	0.0016803407776264	0.945400921189812
SEC14L5	9717	16	4973318	5079159	0.0908927771313951	18	-0.000928952306870312	rs2241060	0.00624266371976457	0.945400921189812
TPRKB	51002	2	73946231	73999527	0.0909433609504301	7	-0.0508527043745089	rs6705628	0.0149546685904219	0.945400921189812
ANAPC5	51433	12	121736048	121872699	0.0909828454524887	12	0.00231185947522137	rs10840624	0.00758190378770739	0.945400921189812
ADRA1A	148	8	26595667	26759790	0.0909959884389936	54	-0.0036970923481582	rs73229613	0.00342441890128115	0.945400921189812
LRIG1	26018	3	66419221	66586687	0.0910781204864801	33	0.0140295169012389	rs9849546	0.00275994304504485	0.945400921189812
CELSR1	9620	22	46746731	46968067	0.09111598068687	25	0.0245104486535244	rs1573727	0.00902214704917561	0.945400921189812
FBXL17	64839	5	107184736	107752799	0.0911661132974537	98	-0.00675241284715665	rs607976	0.00161494253177394	0.945400921189812
SNORD18C	595100	15	66783588	66828656	0.0911825771560114	15	0.0200687044505083	rs4583189	0.0151256349904655	0.945400921189812
SNORD18B	595099	15	66784358	66829429	0.0911825771560114	15	0.0200687044505083	rs4583189	0.0151256349904655	0.945400921189812
SNORD18A	595098	15	66785581	66830652	0.0911825771560114	15	0.0200687044505083	rs4583189	0.0151256349904655	0.945400921189812
GGH	8836	8	63917638	63986730	0.0912783244333782	6	0.0277508422217752	rs35336999	0.0237120389692349	0.945593776663059
ZNF92	168374	7	64803712	64876038	0.0913020439585392	8	-0.00718643455675093	rs7802672	0.0114127554948174	0.945593776663059
KIAA1244	57221	6	138448058	138675800	0.0914738962797034	39	-0.000233232977757832	rs78450878	0.00340108205627923	0.945593776663059
CDIPT	10423	16	29859678	29910057	0.0915290771521692	3	-0.0493899748042936	rs12917712	0.0490753576629686	0.945593776663059
RNU6-14P	100873746	9	15766179	15811284	0.0915859582768912	2	-0.0028086911446222	rs12057012	0.0908974247957641	0.945593776663059
CENPJ	55835	13	25447171	25532018	0.0917064956497236	3	-0.0545776382287493	rs9511814	0.0305688318832412	0.945593776663059
RNF43	54894	17	56419861	56529956	0.0917320481688196	11	0.00908971374007421	rs7219528	0.00833927710625633	0.945593776663059
MIR3184	100423003	17	28434097	28479190	0.0918407055974648	1	-0.0573919969431871	rs4555192	0.0918407055974648	0.945593776663059
MIR3184	494335	17	28434097	28479190	0.0918407055974648	1	-0.0573919969431871	rs4555192	0.0918407055974648	0.945593776663059
PRICKLE4	100188893	6	41713087	41767879	0.0918686221143923	12	-3.92242324504891e-06	rs1806721	0.00765571850953269	0.945593776663059
PRICKLE4	29964	6	41713087	41767879	0.0918686221143923	12	-3.92242324504891e-06	rs1806721	0.00765571850953269	0.945593776663059
KHNYN	23351	14	24863492	24920540	0.0919343893217349	15	0.00165186446182839	rs9743469	0.014976752378108	0.945593776663059
CBX7	23492	22	39506172	39583679	0.0920503578113983	19	0.0309625409659896	rs132567	0.00657593989598943	0.945593776663059
SNORD64	347686	15	25195011	25240320	0.0920645829688149	1	-0.0796772531472228	rs2739765	0.0920645829688149	0.945593776663059
SNORD64	8123	15	25195011	25240320	0.0920645829688149	1	-0.0796772531472228	rs2739765	0.0920645829688149	0.945593776663059
SNORD108	338427	15	25197072	25242142	0.0920645829688149	1	-0.0796772531472228	rs2739765	0.0920645829688149	0.945593776663059
KIAA0319L	79932	1	35889091	36058551	0.092068531616126	4	0.0594748519206691	rs595055	0.0498528988693139	0.945593776663059
NPL	80896	1	182723428	182809519	0.0921112340717206	12	-0.0196171393627818	rs6660584	0.0116634685376492	0.945593776663059
SNORA30	677813	16	30686858	30731986	0.0921206327776578	1	0.054085200384907	rs2289442	0.0921206327776578	0.945593776663059
SRCAP	10847	16	30674530	30765602	0.0921206327776578	1	0.054085200384907	rs2289442	0.0921206327776578	0.945593776663059
PHKG2	5261	16	30724591	30782490	0.0921206327776578	1	0.054085200384907	rs2289442	0.0921206327776578	0.945593776663059
PUS3	83480	11	125753381	125808116	0.0922405456992616	8	0.00827042121927892	rs7950765	0.0115300682124077	0.946374852953422
LINC00853	100874253	1	47609922	47656011	0.0923991566216871	14	0.0179487642525488	rs6699040	0.0152014971729347	0.947245065754941
BLOC1S3	388552	19	45647003	45695059	0.0924130829997528	8	0.0385677177019955	rs2334255	0.0248125986761236	0.947245065754941
DNAAF2	55172	14	50081892	50136948	0.0926294791621888	1	0.0575487315473231	rs76624508	0.0926294791621888	0.949012742630831
NYNRIN	57523	14	24832992	24898494	0.0930907292107991	19	0.00136948706817593	rs1461642	0.00590703037450859	0.953286144507173
COL16A1	1307	1	32107848	32204920	0.0932851080962418	3	0.0758371549896861	rs7521471	0.0310950360320806	0.954324201303822
MAP2K2	5605	19	4080319	4159126	0.0933626040839346	6	-0.02697457706958	rs350896	0.0230894626925846	0.954324201303822
KLK10	5655	19	51505995	51558431	0.0933683933837573	22	-0.0113809517976021	rs2305772	0.0112144462734901	0.954324201303822
CXCR4	7852	2	136861919	136910735	0.093438747091021	13	-0.00381217922768838	rs7588481	0.00718759593007854	0.954324201303822
IL17D	53342	13	21241266	21307237	0.0934465978735446	1	0.0463920804441444	rs35009451	0.0934465978735446	0.954324201303822
ZRSR1	6728	5	112192313	112238791	0.0934572248811216	6	0.0344977019017774	rs11241155	0.0155762041468536	0.954324201303822
CNTN3	5067	3	74301719	74605291	0.093510476682891	67	0.00512799407913252	rs17012429	0.00139567875646106	0.954416713100377
PIP5KL1	138429	9	130673158	130728076	0.0937188805832456	4	0.0610641768326051	rs7020059	0.0234297201458114	0.955640540111594
DPM2	8818	9	130687378	130735763	0.0937188805832456	4	0.0610641768326051	rs7020059	0.0234297201458114	0.955640540111594
MIR1252	100302136	12	79778037	79823101	0.0938088679157383	1	-0.0688203003340107	rs73138608	0.0938088679157383	0.955678469166797
ARID4B	51742	1	235284949	235526534	0.0938136814507753	13	0.0106693464949212	rs453315	0.0116326851803892	0.955678469166797
LOXL4	84171	10	99997447	100063007	0.093889374055462	10	-0.0562876945373195	rs2902364	0.0093889374055462	0.955678469166797
LRTM1	57408	3	54942264	55036115	0.0938996023323583	24	-0.0301180246563711	rs77355446	0.00391248343051493	0.955678469166797
ABHD6	57406	3	58188233	58291420	0.0940351139976737	5	0.0264845639646298	rs2037123	0.0287489488166865	0.956264979075991
CLASRP	11129	19	45507298	45584214	0.0940609338716999	13	0.0164078126411649	rs7256951	0.00723545645166922	0.956264979075991
SAMD15	161394	14	77808032	77867840	0.0941213962234035	6	-0.0386020741556964	rs2364841	0.0296603868969874	0.956264979075991
CCKBR	887	11	6245966	6303357	0.0941343402100087	19	0.000938281122358722	rs7943852	0.00495443895842151	0.956264979075991
RAB33B	83452	4	140339386	140407763	0.0942491996164372	4	0.00492167739543445	rs11943800	0.0235622999041093	0.956981647445319
PBX4	80714	19	19662522	19764725	0.094342590551363	14	-0.0180700942073996	rs247756	0.0124705717506017	0.957479759463246
APPL2	55198	12	105557074	105665016	0.0946336661139369	31	0.0299987531130287	rs11616099	0.00305269890690119	0.959209291543084
GPR146	115330	7	1049212	1108897	0.0946902802141475	5	-0.0410921247973885	rs1881124	0.0189380560428295	0.959209291543084
MIR339	442907	7	1052569	1097662	0.0946902802141475	5	-0.0410921247973885	rs1881124	0.0189380560428295	0.959209291543084
SYT10	341359	12	33517173	33627754	0.0947154991892898	13	-0.0440045593636608	rs10743827	0.0172243680207127	0.959209291543084
ZNF552	79818	19	58305209	58361281	0.09477529380183	6	0.0308260926649413	rs8110941	0.0325634782876906	0.959209291543084
SPP1	6696	4	88861819	88914562	0.0947794891953948	6	0.0117370473508912	rs17815912	0.0157965815325658	0.959209291543084
OR1A2	26189	17	3065813	3111742	0.0949305740520575	1	0.0861142168958539	rs7218988	0.0949305740520575	0.960288340891
IPO11	51194	5	61664799	61934409	0.0951315494036953	61	0.00960362233418506	rs2937835	0.00171327244865615	0.961304223180946
CASC11	100270680	8	128688588	128781213	0.0951500125982718	11	-0.00615699569557278	rs9969486	0.0149244339883205	0.961304223180946
MANEAL	149175	1	38224474	38276809	0.0951645334611688	8	-0.0180862613667031	rs12028799	0.0118955666826461	0.961304223180946
CASC9	101805492	8	76125639	76271976	0.0952643964730896	9	-0.00539174286635141	rs17424488	0.0186307105648326	0.961845509336794
RPS27L	51065	15	63408071	63485220	0.0954234714130762	8	-0.0125953362531049	rs12442438	0.0166369248297848	0.961845509336794
NXNL1	115861	19	17556234	17606763	0.0954560203312331	7	-0.0358620373182471	rs4808666	0.0193101454642059	0.961845509336794
ZNF781	163115	19	38148652	38218223	0.0955648667905416	4	-0.0458213619028032	rs332841	0.0238912166976354	0.961845509336794
CSTF3-AS1	338739	11	33148203	33223144	0.0955828779046829	4	0.0539624586855491	rs12797532	0.0460607274962316	0.961845509336794
ZMAT3	64393	3	178725011	178825067	0.0956093814301026	11	0.0413493512634188	rs7374783	0.0170682971789272	0.961845509336794
TMEM89	440955	3	48648192	48694288	0.0956286190388646	2	0.024669922750216	rs9873726	0.0478143095194323	0.961845509336794
SLC26A6	102465495	3	48653156	48707926	0.0956286190388646	2	0.024669922750216	rs9873726	0.0478143095194323	0.961845509336794
SLC26A6	65010	3	48653156	48707926	0.0956286190388646	2	0.024669922750216	rs9873726	0.0478143095194323	0.961845509336794
IFITM10	402778	11	1743640	1806821	0.0956634789116745	6	-0.0423980793712369	rs4752759	0.0236634364287553	0.961845509336794
B3GALT2	8707	1	193138175	193190784	0.0957753193460113	1	0.0533483132211399	rs6665666	0.0957753193460113	0.962521904102283
NEBL-AS1	100128511	10	21427943	21473977	0.0960447252325126	1	0.0529356283786843	rs11593040	0.0960447252325126	0.964035307312509
C10orf113	387638	10	21404692	21470488	0.0960447252325126	1	0.0529356283786843	rs11593040	0.0960447252325126	0.964035307312509
CCDC92	80212	12	124393207	124492378	0.0960598222594119	3	-0.0429569950209297	rs1244092	0.0320199407531373	0.964035307312509
C11orf68	83638	11	65674279	65721588	0.096132097986568	8	-0.0306188137414086	rs36113281	0.0316732063554353	0.964312550030612
MIR4301	100422855	11	113310745	113355810	0.0962930101620234	6	0.0133174078000115	rs7942392	0.0160488350270039	0.965123735165762
IL36B	27177	2	113769668	113845444	0.0963032636736611	209	-0.00804814826588997	rs3877611	0.00514814564601343	0.965123735165762
RHBDF2	79651	17	74456973	74532872	0.0963470284306793	20	0.0394921174277928	rs61051235	0.00674094634707459	0.965123735165762
MAP2K3	100996792	17	21152984	21228552	0.0964840150763416	8	-0.0335899775521425	rs4559959	0.0120605018845427	0.965600219464203
MAP2K3	5606	17	21152984	21228552	0.0964840150763416	8	-0.0335899775521425	rs4559959	0.0120605018845427	0.965600219464203
DSG3	1830	18	28992758	29068665	0.0965666106892452	9	0.0117265833999453	rs12964156	0.0255354971434808	0.965979199192047
MED4-AS1	100873965	13	48616273	48664127	0.0967235172220444	6	0.0445072993428871	rs12583622	0.0405950880589405	0.966702197478571
VPS11	55823	11	118903403	118962688	0.0968180224057066	2	-0.00982251239768005	rs11217099	0.0924602074695505	0.966702197478571
HYOU1	10525	11	118904900	118962913	0.0968180224057066	2	-0.00982251239768005	rs11217099	0.0924602074695505	0.966702197478571
RPL23AP64	649946	11	118863722	118909156	0.0969084125334997	7	0.0232232175618099	rs10892307	0.0138440589333571	0.966702197478571
NFYC-AS1	100130557	1	41146052	41192738	0.0970017016763949	7	0.0414545845176819	rs11209604	0.0339925856428986	0.966702197478571
TAS2R46	259292	12	11203964	11249893	0.0971645784216095	10	0.012671516741901	rs4583062	0.0154430555697733	0.966702197478571
BIRC5	332	17	76175267	76231717	0.0971960485492731	7	0.0282887675499449	rs8067947	0.0138851497927533	0.966702197478571
TMEM235	283999	17	76192391	76247068	0.0971960485492731	7	0.0282887675499449	rs8067947	0.0138851497927533	0.966702197478571
GPD1	2819	12	50462602	50515102	0.0972193079168284	4	-0.0109833423368032	rs10783366	0.0243048269792071	0.966702197478571
COX14	84987	12	50470762	50524240	0.0972193079168284	4	-0.0109833423368032	rs10783366	0.0243048269792071	0.966702197478571
TRDN	10345	6	123527483	123993238	0.0972404551750712	96	-0.0115655732562342	rs6925256	0.00246610342415621	0.966702197478571
C21orf91-OT1	246312	21	19125632	19199840	0.0972770456905644	12	0.0283260133931926	rs989247	0.019601635761187	0.966702197478571
KATNBL1P6	729176	6	147113495	147159960	0.0973189593523535	1	-0.0983608718573122	rs9322092	0.0973189593523535	0.966702197478571
RAB2A	5862	8	61394416	61546186	0.0973454636192848	20	-0.0206149710085525	rs35328313	0.00486727318096424	0.966702197478571
OTUD1	220213	10	23693198	23741308	0.0974251212751481	1	0.0806023319541968	rs1577528	0.0974251212751481	0.966702197478571
SHFM1	7979	7	96100938	96374203	0.0974371963123283	16	0.0261254974971357	rs72615138	0.00608982476952052	0.966702197478571
COQ6	51004	14	74381629	74440373	0.0974912533779395	8	-0.0308905158304687	rs7154124	0.016250695334845	0.966702197478571
SCARNA4	677771	1	155885749	155930877	0.0975378674441851	1	0.0844785407908412	rs572609	0.0975378674441851	0.966702197478571
ZBED5	101928029	11	10823621	10915343	0.0975404946011148	12	-0.0053606919177413	rs7937695	0.00903019868241162	0.966702197478571
ZBED5	58486	11	10823621	10915343	0.0975404946011148	12	-0.0053606919177413	rs7937695	0.00903019868241162	0.966702197478571
DENND4C	55667	9	19195433	19384139	0.0976174746035673	13	-0.00196283387404706	rs465423	0.00855360320609474	0.966702197478571
SCARNA11	677780	12	6680640	6725775	0.0976236279437312	1	-0.0558170323385927	rs11064331	0.0976236279437312	0.966702197478571
ACTRT2	140625	1	2903046	2949465	0.0978594085734195	1	-0.0873021431384378	rs10797368	0.0978594085734195	0.967662234278871
BCAT2	587	19	49288319	49349286	0.0979340409643496	2	-0.0813923033151131	rs12981865	0.0639336504307433	0.967662234278871
PPP1R18	170954	6	30634166	30690672	0.0979446054606479	3	-0.0805132827006544	rs1109146	0.0499156341287757	0.967662234278871
NRM	11270	6	30645824	30694197	0.0979446054606479	3	-0.0805132827006544	rs1109146	0.0499156341287757	0.967662234278871
TUBB	203068	6	30652978	30703203	0.0979446054606479	3	-0.0805132827006544	rs1109146	0.0499156341287757	0.967662234278871
PEF1	553115	1	32085463	32145497	0.0981036364848822	1	0.0818942868318838	rs59874511	0.0981036364848822	0.968139923842271
DUSP5	1847	10	112222596	112281302	0.0981067002449234	8	-0.0374616639622179	rs10885317	0.0254031272503835	0.968139923842271
CDIPT-AS1	440356	16	29839914	29889371	0.0981507153259372	2	-0.0463026206187702	rs12917712	0.0490753576629686	0.968139923842271
MYSM1	114803	1	59110411	59200764	0.0983108734920854	19	0.00559475453749431	rs11207422	0.00517425649958344	0.968139923842271
MIR3186	100422944	17	79408130	79453214	0.098316294583398	4	-0.0222803117342698	rs11655935	0.0245790736458495	0.968139923842271
HRAS	3265	11	522242	572287	0.0983515762795732	1	-0.072623743593944	rs2894649	0.0983515762795732	0.968139923842271
LRRC56	115399	11	502527	564916	0.0983515762795732	1	-0.072623743593944	rs2894649	0.0983515762795732	0.968139923842271
RASSF7	8045	11	525404	574021	0.0983515762795732	1	-0.072623743593944	rs2894649	0.0983515762795732	0.968139923842271
CTNNAL1	8727	9	111694851	111810809	0.098490534302337	6	0.0107068738819843	rs4978457	0.0164150890503895	0.968303614324814
FBRSL1	57666	12	133031137	133171774	0.0985055376629216	4	-0.0292329438613249	rs73162463	0.0246263844157304	0.968303614324814
C10orf120	399814	10	124447225	124494338	0.0985499667509231	11	-0.0161988994377678	rs2459214	0.00895908788644755	0.968303614324814
DHX36	170506	3	153980335	154077286	0.0985699049037837	13	0.0358955553165995	rs13073372	0.0146808391795544	0.968303614324814
SLCO4C1	353189	5	101559690	101667253	0.0985923807890107	5	-0.0381296389645542	rs3912806	0.022347987282026	0.968303614324814
STARD13	90627	13	33667272	33959767	0.0987114123304699	72	0.00118714511674832	rs9570045	0.0024004743836322	0.96850644242501
FAM198B	51313	4	159035626	159129470	0.0987309099191167	3	-0.0173965276359445	rs4691539	0.0571937132487846	0.96850644242501
CYP2W1	54905	7	987835	1039276	0.0988290799186412	1	-0.0592516828956841	rs12534778	0.0988290799186412	0.96850644242501
PDE6D	5147	2	232587135	232685982	0.0988311105360675	15	0.000626621248645566	rs12694911	0.00930586454042083	0.96850644242501
RPL14	9045	3	40463783	40513861	0.0988503794023448	8	0.058831950707288	rs9841682	0.0234505545657715	0.96850644242501
CCDC64B	146439	16	3067683	3121927	0.0989400356532568	8	0.0342900148225497	rs909404	0.0182445774910726	0.96850644242501
MMP25	64386	16	3061682	3120727	0.0989400356532568	8	0.0342900148225497	rs909404	0.0182445774910726	0.96850644242501
RABAC1	10567	19	42450833	42498542	0.0990076364910704	1	-0.0727052415936317	rs8112156	0.0990076364910704	0.96850644242501
HIF3A	64344	19	46765303	46856690	0.0990292582219655	5	0.0190953196318602	rs312186	0.0198058516443931	0.96850644242501
PCDH9-AS2	100874064	13	67364301	67499163	0.0990796524622784	11	-0.0111262381818459	rs9529246	0.0246678488368726	0.96850644242501
MIR5704	100847040	3	131694699	131739775	0.0991947623484384	14	-0.0175842394948164	rs881513	0.0139095215939503	0.96850644242501
STAC2	342667	17	37356789	37417125	0.0993576769773928	2	0.0654903229110393	rs7211875	0.0589860540836399	0.96850644242501
VEPH1	79674	3	156967531	157286408	0.0993992996793168	36	-0.0327566144870407	rs7636413	0.0073142556795921	0.96850644242501
CGN	57530	1	151447986	151521168	0.0994553068513686	6	-0.00757415443995806	rs1547832	0.0248563400383395	0.96850644242501
KRTAP4-8	101930568	17	39243233	39289393	0.099465077987622	2	-0.0490531921191231	rs801426	0.049732538993811	0.96850644242501
KRTAP4-8	728224	17	39243233	39289393	0.099465077987622	2	-0.0490531921191231	rs801426	0.049732538993811	0.96850644242501
KRTAP4-11	728224	17	39263433	39309606	0.099465077987622	2	-0.0490531921191231	rs801426	0.049732538993811	0.96850644242501
KRTAP4-11	653240	17	39263433	39309606	0.099465077987622	2	-0.0490531921191231	rs801426	0.049732538993811	0.96850644242501
KRTAP4-12	83755	17	39269343	39315419	0.099465077987622	2	-0.0490531921191231	rs801426	0.049732538993811	0.96850644242501
FOXO1	2308	13	41119804	41275734	0.0995334941635683	15	0.0100587653035488	rs7992673	0.00663556627757122	0.968735860049835
OR10P1	121130	12	55995644	56041638	0.09971894717022	4	0.0350776602692752	rs705704	0.068630083794568	0.969661338190052
MON1B	22879	16	77189732	77246302	0.0997820402802955	24	0.0165705679468741	rs12599598	0.00851856586222743	0.969661338190052
FAM86C1	55199	11	71463556	71522282	0.0998157187373241	21	-0.0255108239417124	rs3794060	0.0108102582057498	0.969661338190052
MIR874	100126343	5	136973261	137018338	0.0998170080383416	16	-0.0185755067478071	rs1051854	0.0107603541480935	0.969661338190052
MIR1254-2	100616217	10	23647334	23692396	0.0998858180016281	5	0.0589884304354538	rs10466086	0.0290586040954904	0.969661338190052
EIF1AD	84285	11	65754016	65804647	0.0999620910942872	4	-0.0346206183291381	rs565427	0.0249905227735718	0.969661338190052
CST6	1474	11	65744312	65790976	0.0999620910942872	4	-0.0160757196339709	rs565427	0.0249905227735718	0.969661338190052
SLAIN1	122060	13	78237023	78348377	0.100049239400341	22	0.0252976768977893	rs9601022	0.00477378919301719	0.969661338190052
PYCR2	102466270	1	226097578	226146978	0.100077562755273	4	-0.0284084356472398	rs1043641	0.0250193906888182	0.969661338190052
PYCR2	29920	1	226097578	226146978	0.100077562755273	4	-0.0284084356472398	rs1043641	0.0250193906888182	0.969661338190052
FCF1P6	51077	1	50861102	50906696	0.100204727695675	1	0.0773343914723314	rs1464081	0.100204727695675	0.969727970346643
ST8SIA4	7903	5	100132639	100273970	0.100238169812406	11	-0.00699080028892666	rs445427	0.00911256089203691	0.969727970346643
AP1S3	130340	2	224606403	224737744	0.100262213695412	12	-0.0297221406721561	rs4624372	0.0208880538306546	0.969727970346643
MPV17L2	84769	19	18268992	18317758	0.100264939510153	3	0.025606262929301	rs1549142	0.0334216465033844	0.969727970346643
RABEP1	9135	17	5150558	5299129	0.100377440854198	15	0.00204566143145414	rs34716007	0.00669182939027984	0.969727970346643
PVT1	100302185	8	128771779	129123499	0.100398747126689	44	-0.0181595215189478	rs11994831	0.00463770463493526	0.969727970346643
PVT1	5820	8	128771779	129123499	0.100398747126689	44	-0.0181595215189478	rs11994831	0.00463770463493526	0.969727970346643
EXOG	9941	3	38502618	38593652	0.100767250888445	17	0.0155275298845702	rs12631864	0.0117098267812635	0.972852175877398
GLTPD2	388323	17	4657254	4703685	0.101004696052081	3	-0.0479573460202175	rs4790689	0.0628441051845583	0.973976663040043
SCGB1D2	10647	11	61974682	62022280	0.101008270274664	14	0.0532117624409137	rs7115654	0.0129721405949076	0.973976663040043
GDF15	9518	19	18450541	18509986	0.101019017697351	5	-0.0454917054225548	rs7256534	0.0522654972496665	0.973976663040043
DPF2	5977	11	65066225	65130720	0.10124295594851	2	-0.0160699864702009	rs489489	0.0506214779742548	0.975588892352184
SPHK2	56848	19	49087548	49143974	0.101291880840092	8	-0.0519165610979305	rs7250825	0.0270001334120507	0.975588892352184
NMUR2	56923	5	151761093	151847929	0.101321752351991	2	0.0475262440056794	rs4629586	0.0890412189739538	0.975588892352184
NICN1	84276	3	49450379	49501759	0.101419198327408	1	-0.0529810707795237	rs11130199	0.101419198327408	0.976091990319532
RFX8	731220	2	102003823	102126165	0.10147799903544	52	-0.0320422446072058	rs1030023	0.00327651809831834	0.976202802168143
GPNMB	10457	7	23240586	23324727	0.101695702073739	6	-0.0286997401786351	rs10085838	0.0169492836789565	0.976202802168143
AMPD1	270	1	115205719	115273239	0.101711644160964	8	0.0381433622250821	rs2223926	0.0244269448466526	0.976202802168143
TUT1	64852	11	62332517	62394649	0.101742256935487	2	0.0599276743232454	rs11608211	0.0959180034208141	0.976202802168143
ROM1	6094	11	62344194	62392592	0.101742256935487	2	0.0599276743232454	rs11608211	0.0959180034208141	0.976202802168143
UGT1A6	54578	2	234565253	234691946	0.10177395911525	54	0.0027330115829079	rs35637944	0.0018847029465787	0.976202802168143
HPSE2	60495	10	100208875	101030619	0.101846588879012	110	-0.00647899515349526	rs2305384	0.0044312878978253	0.976202802168143
BPGM	669	7	134296560	134374565	0.101852148200793	22	0.0380588933302425	rs1646654	0.0224156153976346	0.976202802168143
TMEM241	85019	18	20767108	21052925	0.101879038789653	1	-0.0708254111444013	rs7227454	0.101879038789653	0.976202802168143
SLC5A9	200010	1	48653357	48724316	0.101948622244183	6	-0.0189198146658803	rs10888611	0.0169914370406971	0.976202802168143
MPV17	4358	2	27522360	27583547	0.10211724527349	4	0.0216342353758092	rs1919126	0.0255293113183726	0.976202802168143
EXPH5	23086	11	108366158	108499465	0.10213098506162	10	0.0428644565070146	rs12223381	0.0220198960488741	0.976202802168143
NPBWR1	2831	8	53815991	53863677	0.10214276175297	7	0.0192562295305115	rs16919588	0.0145918231075671	0.976202802168143
MIR1255A	100302193	4	102241459	102286571	0.102229297995139	7	-0.00528481563612249	rs2119213	0.0308392159357563	0.976202802168143
UQCRQ	27089	5	132167252	132213723	0.102268224014336	5	0.0267015428535013	rs156029	0.0204536448028672	0.976202802168143
LEAP2	116842	5	132173014	132220738	0.102268224014336	5	0.0267015428535013	rs156029	0.0204536448028672	0.976202802168143
IRAK2	3656	3	10171549	10295427	0.102299612719853	27	-0.0027728924954799	rs2241307	0.00378887454517974	0.976202802168143
PPIHP1	10465	11	111890582	111936091	0.102334729087775	2	0.0504588567507305	rs57414412	0.0985498397447341	0.976202802168143
DLAT	1737	11	111860538	111945114	0.102334729087775	3	0.0505216775349167	rs34558891	0.0825588271603064	0.976202802168143
